Symbol,Name,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg
PTC,Par Technology,6.8,6.88,6.68,6.83,0.17,2.55,23304,7.33,5,,,,18.17
PRGN,Paragon Shipping A,4.1,4.16,4.03,4.16,0.2,5.05,280551,5.87,3.25,0.2,4.81,2.91,-8.57
PKE,Park Electrochemical,25.46,26.31,25.06,26.28,1.47,5.93,155521,31.84,18.23,0.4,1.52,21.37,-4.92
PKD,Parker Drilling,4.77,4.96,4.71,4.95,0.32,6.91,733177,6.54,3.43,,,123.75,
PH,Parker Hannifin,61.75,62.73,60.96,62.73,2.46,4.08,1449205,72.5,39.52,1.04,1.66,26.81,16.43
PKY,Parkway Properties,16.35,17.1,16.35,17.05,1.09,6.83,105729,23.25,10.53,0.3,1.76,,-18.11
PRE,PartnerRe,71.8,73.61,71.67,73.56,2.51,3.53,658615,81.8,61.24,2,2.72,3.25,-1.47
PTI,Patni Computer Systems ADS,26.02,26.48,25.42,26.42,1.25,4.97,55416,28.33,9.5,0.13,0.49,12.64,29.19
PCX,Patriot Coal,16.61,17.14,16.33,17.13,1.33,8.42,4599162,24.25,4.97,,,15.16,10.8
BTU,Peabody Energy,39.71,40.02,39.09,40,2.2,5.82,6613937,52.14,27.19,0.28,0.7,24.54,-11.52
PSO,Pearson ADS,13.69,13.92,13.65,13.92,0.55,4.11,111392,16.37,9.29,0.56,4.02,16.38,-3.06
PEB,Pebblebrook Hotel Trust,20.6,21,20.32,20.67,0.34,1.67,206215,22.39,18.27,,,,-6.09
PGH,Pengrowth Energy Trust Un,9.33,9.61,9.32,9.5,0.48,5.27,1087729,11.97,4.19,0.84,,10.92,-1.35
PVA,Penn Virginia,21.27,21.87,21.03,21.86,1.18,5.71,749731,29.25,13.16,0.23,1.05,,2.68
PVG,Penn Virginia GP Holdings,17.56,17.87,17.29,17.7,0.6,3.51,289053,20.63,11.31,1.53,8.64,17.7,6.12
PVR,Penn Virginia Resource Partners,20.82,21.32,20.67,21.16,0.79,3.88,101516,24.93,10.01,1.88,8.88,24.89,-1.86
PWE,Penn West Energy Trust,18.92,19.29,18.91,19.25,0.83,4.51,1821012,22.32,10.7,1.8,,320.83,9.37
JCP,J.C. Penney,27.02,27.81,26.75,27.78,1.35,5.11,4858419,37.21,23.92,0.8,2.88,22.22,4.4
PEI,Pennsylvania Real Estate Investment Trust,13.26,14.32,12.95,13.92,1.21,9.52,2087634,17.35,3.87,0.6,4.31,,64.54
PMT,PennyMac Mortgage Investment Trust,16.81,17.05,16.74,17.04,0.17,1.01,121009,20,15.7,,,,-0.81
PAG,Penske Automotive Group,12.97,13.21,12.92,13.21,0.55,4.34,1141248,21.4,11.07,,,13.91,-12.98
PNR,Pentair,33.78,34.63,33.76,34.63,1.68,5.1,996104,39.32,23.2,0.76,2.19,25.84,7.21
PBY,Pep Boys-Manny Moe&Jack,11.73,11.87,11.43,11.77,0.42,3.7,527540,13.42,6.78,0.12,1.02,26.16,39.13
POM,Pepco Holdings,16.11,16.29,16.03,16.27,0.39,2.46,2659563,17.78,12.44,1.08,6.64,15.95,-3.44
PEP,PepsiCo,61.97,62.93,61.52,62.9,1.67,2.73,9427250,67.61,49.82,1.92,3.05,16.01,3.45
PKI,PerkinElmer,22.34,23.1,22.29,23.08,1.11,5.05,1573497,25.45,15.67,0.28,1.21,25.93,12.09
PBT,Permian Basin Royalty Trust,17.65,17.83,17.24,17.78,0.77,4.53,296398,19.99,9.07,1.17,6.58,17.96,23.13
PZE,Petrobras Energia ADS,13.64,13.97,13.51,13.97,0.81,6.16,100532,20.47,12.44,0.7,5.01,6.32,-10.62
PTR,PetroChina ADS,106.39,108.97,106.02,108.95,5.17,4.98,772406,135.92,98.84,3.72,3.41,11.54,-8.41
HK,Petrohawk Energy,18.42,19.09,17.93,19.09,1.23,6.89,7636468,28.49,13.89,,,46.56,-20.43
PBR,Petroleo Brasileiro ADS,34.9,35.53,34.65,35.51,1.95,5.81,19924626,53.46,31.21,1.25,,10.06,-25.52
PBRA,Petroleo Brasileiro ADS A,30.17,30.78,30.05,30.78,1.68,5.77,12394980,47.62,27.37,1.25,,,-27.39
PQ,PetroQuest Energy,6.05,6.29,6.05,6.26,0.34,5.74,1868601,8.08,2.64,,,69.56,2.12
PFE,Pfizer,15.34,15.45,15.17,15.37,0.26,1.72,66824726,20.36,13.94,0.72,4.68,14.36,-15.5
PMC,PharMerica,16.73,16.82,16.47,16.8,0.45,2.75,126509,21.69,14.08,,,12.17,5.79
PM,Philip Morris International,44.23,44.8,44.09,44.7,1,2.29,11519305,53.91,36.71,2.32,5.19,13.11,-7.24
PHI,Philippine Long Distance Telephone ADS,50.7,51.79,50.7,51.69,1.19,2.36,138797,59.81,45.63,4.67,9.03,11.44,-6.89
PHG,Koninklijke Philips Electronics ADS,29.81,30.9,29.73,30.9,2.27,7.93,5111316,36.06,17.29,0.95,3.07,31.86,4.96
PVH,Phillips-Van Heusen,54.62,56.08,54.3,56.04,2.77,5.2,1298032,68.18,26.14,0.15,0.27,27.07,37.76
PNX,Phoenix,2.66,2.85,2.66,2.85,0.23,8.78,1402681,4.6,1.2,,,,2.52
PNY,Piedmont Natural Gas,25.4,25.62,25.1,25.55,0.54,2.16,474697,28.52,22.17,1.12,4.38,12.11,-4.49
PDM,Piedmont Office Realty Trust Cl A,18.88,19.13,18.05,19.09,0.39,2.09,328078,21.07,14.37,0.63,,68.18,
PIR,Pier 1 Imports,7.89,8.14,7.82,8.14,0.57,7.53,2516821,9.81,1.65,,,10.05,59.92
PIKE,Pike Electric,9.63,9.97,9.57,9.97,0.45,4.73,89966,12.99,8.1,,,,7.44
PPC,Pilgrim's Pride,7.99,8.14,7.93,8,0.24,3.09,509188,13.05,7.28,,,,-10.11
PNK,Pinnacle Entertainment,12.18,12.57,12.02,12.41,0.55,4.64,1068466,14.57,7.07,,,,38.2
PNW,Pinnacle West Capital,35.05,35.25,34.8,35.15,0.65,1.88,1181755,39.1,27.08,2.1,5.97,15.9,-3.91
PXD,Pioneer Natural Resources,62.07,63.49,61.69,63.49,3.49,5.82,2082856,66.96,21.77,0.08,0.13,70.54,31.8
PSE,Pioneer SouthWest Energy Partners,23.78,24.5,23.43,24.23,0.93,3.99,57997,25.65,17.03,2,8.25,14.25,7.93
PJC,Piper Jaffray,33.06,33.49,32.42,33.44,1.23,3.82,116260,57.8,30.79,,,19.56,-33.93
PBI,Pitney Bowes,22.03,22.61,22.01,22.6,0.99,4.58,2398587,26.41,20.38,1.46,6.46,11.41,-0.7
PAA,Plains All American Pipeline,57.49,57.75,56.99,57.69,0.84,1.48,421241,60.06,40.01,3.74,6.48,20.98,9.16
PXP,Plains Exploration&Production,22.43,22.8,21.88,22.62,0.88,4.05,6787154,36.6,20.45,,,16.04,-18.22
PLT,Plantronics,30,30.95,29.93,30.92,1.34,4.53,645384,34.91,16.09,0.2,0.65,20.08,19.01
PTP,Platinum Underwriters Holdings,36.72,37.34,36.36,37.27,1.18,3.27,680661,39.45,27.18,0.32,0.86,6.13,-2.66
PLA,Playboy Enterprises Cl B,3.86,3.86,3.64,3.74,0.04,1.08,154429,5.22,2.3,,,,16.88
PCL,Plum Creek Timber REIT,34.69,35.48,34.48,35.44,1.31,3.84,2990952,43.75,27.44,1.68,4.74,37.31,-6.14
PII,Polaris Industries,59.22,60.09,59.01,60.06,2.42,4.2,529881,65,27.28,1.6,2.66,17.88,37.66
RL,Polo Ralph Lauren,86.78,88.35,86.59,88.28,3.05,3.58,900932,95.59,49.2,0.4,0.45,18.66,9.01
POL,PolyOne,9.87,10.21,9.65,10.19,0.64,6.7,784450,11.89,2.5,,,10.09,36.41
PPO,Polypore International,19,20.46,18.82,20.45,1.8,9.65,471849,23.42,8.3,,,,71.85
POR,Portland General Electric,18.96,19.02,18.69,18.98,0.32,1.71,708811,21.39,17.43,1.04,5.48,15.82,-7.01
PT,Portugal Telecom ADS,10.18,10.38,9.9,10.21,0.93,10.02,1229044,12.83,8.25,0.77,7.54,11.34,-15.9
PKX,POSCO ADS,95,99.08,95,99.08,7.48,8.17,742408,150.5,77.26,1.43,,8.62,-24.42
PPS,Post Properties,24.17,25.32,23.67,25.26,1.65,6.99,791727,28.63,11.75,0.8,3.17,,28.88
POT,Potash of Saskatchewan,96.03,100.21,95.46,100,5.63,5.97,5092709,128.42,80.85,0.4,0.4,27.25,-7.83
PCH,Potlatch REIT,34.68,35.59,34.11,35.53,1.63,4.81,489521,41.76,21.78,2.04,5.74,26.32,11.45
PX,Praxair,78.28,78.92,77.29,78.91,2.06,2.68,2212925,89,67.19,1.8,2.28,19.29,-1.74
PPD,Pre-Paid Legal Services,46.32,47.21,45.75,47.02,1.23,2.69,48542,53.05,30.68,,,8.76,14.46
PCP,Precision Castparts,118.81,121,118.17,120.87,4.79,4.13,1199062,135.4,67.44,0.12,0.1,18.6,9.53
PDS,Precision Drilling Trust,6.12,6.42,6.02,6.38,0.54,9.25,1429125,9.34,4.01,0.48,,10.13,-12
PGI,Premiere Global Services,8.11,8.27,8.05,8.26,0.33,4.16,307495,12.93,7.2,,,28.48,0.12
PBH,Prestige Brands Holdings,7.63,7.74,7.45,7.74,0.26,3.48,288937,9.99,5.4,,,12.48,-1.53
PDE,Pride International,25.44,26.95,24.81,26.27,1.55,6.27,8435240,34.67,20.59,,,17.06,-17.67
PRM,PRIMEDIA,3.7,3.84,3.54,3.84,0.24,6.67,102278,4.29,1.72,0.28,7.29,24,6.37
PRI,Primerica,23.7,23.96,23.6,23.94,0.46,1.96,165155,25.89,18.61,,,,
PRS,Primus Guaranty,3.92,4.14,3.92,3.98,0.15,3.92,64413,4.82,1.89,,,0.11,30.49
PFG,Principal Financial Group,26.78,28.13,26.76,28.12,2.05,7.86,3944810,31.41,16.77,0.5,1.78,13.26,16.97
PRA,ProAssurance,59.05,59.71,58.4,59.58,1.78,3.08,153747,62.53,43.32,,,8.48,10.93
PG,Procter&Gamble,60.88,61.17,60.61,60.95,0.51,0.84,14999465,64.58,39.37,1.93,3.17,16.98,0.53
PGN,Progress Energy,38.55,38.69,38.22,38.62,0.54,1.42,1833503,42.2,34.58,2.48,6.42,12.87,-5.83
PGR,Progressive,19.52,19.88,19.42,19.86,0.63,3.28,5660032,20.94,14.12,0.16,,11.89,10.39
PLD,ProLogis,11.34,11.77,11.29,11.75,0.71,6.43,13684725,15.04,6.54,0.6,5.11,,-14.17
PRO,Pros Holdings,6.41,6.66,6.36,6.56,0.22,3.47,138279,10.67,6.02,,,43.73,-36.62
PL,Protective Life,21.07,21.99,21.05,21.95,1.49,7.28,570006,25.58,10.35,0.56,2.55,5.75,32.63
PVX,Provident Energy Trust,6.89,7.05,6.84,7.04,0.39,5.86,1504374,8.51,0.01,0.72,,,4.76
PFS,Provident Financial Services,12.22,12.51,12,12.48,0.48,4,336090,14.1,8.72,0.44,3.53,21.52,17.18
PRU,Prudential Financial,57.42,59.25,56.99,59.14,3.44,6.18,4744634,66.8,32.25,0.7,1.18,6.76,18.85
PUK,Prudential ADS,15.55,16.1,15.51,16.06,1.56,10.76,540411,21.86,11.4,0.61,3.8,18.46,-21.24
PEG,Public Service Enterprise Group,30.27,30.62,30.08,30.6,0.71,2.38,2346951,34.14,29.01,1.37,4.48,9.47,-7.97
PSA,Public Storage,92.64,94.26,91.32,94.12,3.14,3.45,2117187,100.58,61.35,3.2,3.4,33.98,15.56
PHM,PulteGroup,11.17,11.2,10.94,11.16,0.35,3.24,6872148,13.91,7.84,0.16,,,11.6
PZN,Pzena Investment Management,6.77,7.15,6.42,7.09,0.48,7.26,73245,9.38,5.31,,,28.36,-12.9
QXM,Qiao Xing Mobile Communication,2.57,2.65,2.55,2.6,0.05,1.96,27754,5.24,2.05,,,,-28.96
KWR,Quaker Chemical,26.2,27.44,25.82,27.4,2.34,9.34,122810,36.49,11.42,0.94,3.43,11.91,32.75
NX,Quanex Building Products,18.13,18.46,17.91,18.35,0.75,4.26,251056,20.23,9.73,0.12,0.65,,8.13
PWR,Quanta Services,20.6,20.97,20.01,20.89,0.23,1.11,3424414,25.8,16.75,,,25.79,0.24
QTM,Quantum,2.28,2.39,2.26,2.38,0.15,6.73,1354772,3.18,0.76,,,119,-18.77
DGX,Quest Diagnostics,52.39,52.87,52.1,52.87,1.13,2.18,1399156,62.83,40.8,0.4,0.76,13.59,-12.44
STR,Questar,44.33,44.96,44.12,44.91,1.34,3.08,2655076,52.55,27.98,0.52,1.16,16.7,8.03
KGS,Quicksilver Gas Services,17.68,18.28,17.68,18.21,0.99,5.75,95822,23.32,12.7,1.54,8.46,16.41,-13.16
KWK,Quicksilver Resources,11.78,12.36,11.73,12.36,0.96,8.42,2256582,16.59,7.93,,,123.6,-17.65
ZQK,Quiksilver,4.63,4.83,4.48,4.83,0.38,8.54,1612232,6.09,1.49,,,,139.11
Q,Qwest Communications International,5.23,5.26,5.15,5.24,0.07,1.35,20640105,5.53,3.3,0.32,6.11,18.71,24.47
RLI,RLI,54.38,55.74,54.03,55.68,2.33,4.37,111160,59.88,44.08,1.16,2.08,10.07,4.56
RES,RPC,11.41,11.77,11.29,11.56,0.51,4.62,515238,14.86,7.1,0.16,1.38,,11.15
RPM,RPM International,19.65,20.03,19.49,20.03,0.76,3.94,423841,22.9,13.08,0.82,4.09,16.15,-1.48
RRI,RRI Energy,4.27,4.41,4.23,4.31,0.03,0.7,8076936,7.64,3.5,,,,-24.65
RRR,RSC Holdings,7.44,7.76,7.33,7.75,0.53,7.34,311726,9.65,5.27,,,,10.09
RTI,RTI International Metals,25.6,26.85,25.55,26.84,2.25,9.15,429439,32.77,13.17,,,,6.63
RAX,Rackspace Hosting,16.93,17.6,16.93,17.56,1.02,6.17,1981854,23.51,9.74,,,70.24,-15.78
RDN,Radian Group,9.29,10.09,9.21,10.02,1.03,11.46,8821006,18.68,1.81,0.01,0.1,,37.07
RSH,RadioShack,19.75,20.25,19.6,20.22,0.94,4.88,2478000,24,12.66,0.25,1.24,12.11,3.69
RA,RailAmerica,11.4,11.4,11.14,11.27,0.1,0.9,413225,14.78,10.74,,,,-7.62
RAS,RAIT Financial Trust,2.39,2.55,2.39,2.54,0.22,9.48,1996083,4.75,0.99,1.4,,,93.89
RAH,Ralcorp Holdings,59.8,60.48,59.41,60.45,1.47,2.49,242356,69.86,52.66,,,12.75,1.24
RPT,Ramco-Gershenson Properties Trust,10.53,11.05,10.37,11,0.69,6.69,397225,13.08,7.69,0.65,5.91,33.33,15.3
RRC,Range Resources,43.76,45.01,43.51,44.95,2.42,5.69,2573994,60.13,35.48,0.16,0.36,,-9.83
RZ,Raser Technologies,0.56,0.58,0.53,0.53,0.01,1.92,876419,4.15,0.52,,,,-57.26
RJF,Raymond James Financial,28,28.61,27.65,28.57,1.16,4.23,530104,31.25,14.95,0.44,1.54,19.05,20.19
RYN,Rayonier REIT,44.41,45.19,43.8,45.13,1.7,3.91,857896,50.72,33.63,2,4.43,10.54,7.04
RTN,Raytheon,52.56,52.67,51.76,52.64,1.11,2.15,3038058,60.1,41.9,1.5,2.85,10.61,2.17
RTN%,Raytheon WT 2011,15.6,15.99,15.6,15.99,0.89,5.89,11122,22.92,7.5,,,,10.28
O,Realty Income,31.19,32,30.9,31.95,1.42,4.66,685836,34.54,19.83,1.72,5.38,33.99,23.31
RHT,Red Hat,29.52,29.93,29.24,29.93,1.01,3.49,1726028,32.19,18.11,,,66.51,-3.14
RLH,Red Lion Hotels,6.54,6.78,6.46,6.72,0.31,4.84,75977,8.08,2.85,,,,36.03
FRZ,Reddy Ice Holdings,3.95,3.99,3.75,3.83,0.06,1.59,55776,6.3,1.5,,,,-10.72
RWT,Redwood Trust,14.78,15.2,14.65,15.19,0.7,4.83,591792,19.45,12.9,1,6.58,9.68,5.05
ENL,Reed Elsevier ADS,20.58,21.18,20.52,21.01,0.87,4.32,63582,25.28,19.85,1.1,5.24,24.15,-13.89
RUK,Reed Elsevier ADS,27.49,28.05,27.36,28.05,1.23,4.59,33898,34.26,26.47,1.25,4.46,23.77,-14.46
RGC,Regal Entertainment Group Cl A,15.4,15.67,15.18,15.66,0.56,3.71,1918901,18.49,10.58,0.72,4.6,30.12,8.45
RBC,Regal-Beloit,61.22,62.52,61.09,62.52,2.74,4.58,264564,67.32,36.65,0.68,1.09,19.78,20.37
REG,Regency Centers,36.1,37.13,35.5,37.11,1.84,5.22,1276435,42.55,28.1,1.85,4.99,,5.85
RF,Regions Financial,7.6,7.89,7.45,7.88,0.48,6.49,23015849,9.33,3.3,0.04,0.51,,48.96
RGS,Regis,18.45,18.56,18.13,18.55,0.48,2.66,331526,20.46,11.9,0.16,0.86,66.25,19.14
RHB,RehabCare Group,29.4,29.48,29.04,29.43,0.56,1.94,197276,34.88,18.2,,,20.58,-3.29
RGA,Reinsurance Group of America,47,47.87,46.58,47.76,1.75,3.8,373207,56.49,31.86,0.48,1.01,6.96,0.23
RGAX,Reinsurance Group of America 5.75% Trust PIERS Un,60.48,61.5,60.48,61.5,1.61,2.69,300,71.55,45.07,2.88,4.68,,-2.32
RS,Reliance Steel&Aluminum,45.6,46.92,45.55,46.89,2.79,6.33,1079389,55.47,32.85,0.4,0.85,20.12,8.49
RNR,RenaissanceRe Holdings,53.24,54.93,53.24,54.9,1.97,3.72,766398,57.99,43.35,1,1.82,,3.29
SOL,ReneSola ADS,5.82,6,5.8,6,0.38,6.76,1243107,8.75,3.5,,,,26.05
REP,Repsol YPF ADS,20.3,20.92,20.18,20.88,1.49,7.68,617817,28.65,18.97,1.37,6.56,11.11,-21.68
RSG,Republic Services,28.79,29.25,28.71,29.25,0.93,3.28,2952170,31.6,21.43,0.76,2.6,27.59,3.32
RMD,ResMed,61.98,63.76,61.98,63.73,2.59,4.24,525681,70.65,35.99,,,27,21.92
REN,Resolute Energy,12.36,12.45,12.19,12.41,0.26,2.14,328756,13.83,9.72,,,,7.73
REN%,Resolute Energy WT,2.23,2.35,2.23,2.35,0.22,10.33,1034,3.2,1,,,,2.17
RSO,Resource Capital,5.64,5.85,5.5,5.75,0.35,6.48,1136245,7.55,2.71,1.1,19.13,7.88,16.87
RVI,Retail Ventures,9.97,10.3,9.68,10.26,0.54,5.56,202266,11.96,2.14,,,,15.41
REV,Revlon Cl A,13.56,14.34,13.35,14.26,1.06,8.03,146879,19.87,4.29,,,19.53,-16.17
RSC,Rex Stores,15.84,18.19,15.84,18.04,2.56,16.54,72141,18.4,9.61,,,33.41,28.31
RAI,Reynolds American,51.31,52.7,51.29,52.65,2.05,4.05,1631363,56.23,36.32,3.6,6.84,12.3,-0.6
RTP,Rio Tinto ADS,45.92,47.31,45.31,47.31,3.98,9.19,4311495,62.24,30,6.15,13,15.77,-12.14
RISK,RiskMetrics Group,21.66,21.7,21.56,21.67,0.23,1.07,437220,23.16,13.69,,,54.17,36.2
RBA,Ritchie Bros. Auctioneers,20.14,20.42,20.01,20.14,0.2,1,338982,26.81,19.22,0.4,1.99,24.86,-10.21
RAD,Rite Aid,1.15,1.22,1.14,1.19,0.06,5.31,4763409,2.35,1.02,,,,-21.19
RRTS,Roadrunner Transportation Systems,14.24,14.24,13.94,14,0.1,0.72,119365,14.24,13.25,,,,
RBN,Robbins&Myers,21.37,22.35,21.37,22.31,1.13,5.34,258000,27.97,17.03,0.17,0.76,22.09,-5.14
RHI,Robert Half International,25.52,25.61,25.14,25.61,0.65,2.6,1475777,32.25,20.24,0.52,2.03,111.35,-4.19
RKT,Rock-Tenn Cl A,48.72,50.87,48.7,50.85,2.58,5.34,458924,53.98,36.04,0.6,1.18,8.18,0.87
ROK,Rockwell Automation,53.3,54.28,53.3,54.27,1.82,3.47,973838,63.9,29.06,1.16,2.14,31.19,15.52
COL,Rockwell Collins,58.09,59.38,57.89,59.37,1.77,3.07,966804,68.04,38.29,0.96,1.62,17.31,7.24
ROC,Rockwood Holdings,26.29,26.51,25.75,26.51,1.18,4.66,504695,31.3,11.96,,,34.43,12.52
RCI,Rogers Communications Cl B,33.6,34.43,33.59,34.15,1.15,3.48,636925,36.8,24.2,1.28,,13.66,10.16
ROG,Rogers,28.94,29.49,28.43,29.38,1.24,4.41,56692,35.19,16.66,,,,-3.07
ROL,Rollins Inc.,21.31,21.48,21.03,21.48,0.55,2.63,143225,22.98,13.83,0.36,1.68,24.98,11.41
ROP,Roper Industries,57.91,58.87,57.74,58.87,1.97,3.46,510483,63.95,41.54,0.38,0.65,22.3,12.41
RST,Rosetta Stone,25.58,26.46,25.47,26.4,1.4,5.6,225012,32.97,16.06,,,71.35,47.08
RDC,Rowan Cos.,25.38,26.22,24.9,26.17,1.5,6.08,7721945,32.82,16.96,0.4,,9.02,15.59
RY,Royal Bank of Canada,55.13,55.38,53.12,54.14,-1.24,-2.24,2355636,62.33,37.7,2,,20.74,1.1
RBS,Royal Bank of Scotland Group ADS,13.41,13.82,13.17,13.82,1.01,7.88,696500,19.03,9.07,,,,47.18
RCL,Royal Caribbean Cruises,29.08,29.78,28.81,29.74,1.78,6.37,2959892,38.12,11.8,,,22.53,17.64
RDSB,Royal Dutch Shell ADS B,49.9,51.21,49.85,51.19,2.46,5.05,602101,62.26,46.4,2.52,4.92,,-11.94
RDSA,Royal Dutch Shell ADS Cl A,51.73,53.05,51.57,53.01,2.66,5.28,2246387,63.75,46.19,2.52,4.75,20.63,-11.81
RT,Ruby Tuesday,10.68,10.82,10.49,10.8,0.42,4.05,473334,12.55,5.81,,,16.12,50
RDK,Ruddick,32.91,33.47,32.63,33.46,1.1,3.4,195482,38.16,21.77,0.48,1.43,17.25,30.04
R,Ryder System,44.92,45.47,44.35,45.47,1.33,3.01,1383047,48.49,24.09,1,2.2,27.39,10.44
RYL,Ryland Group,18.6,18.65,18,18.56,0.48,2.65,843200,26.03,14.85,0.12,0.65,,-5.79
SAP,SAP ADS,42.32,42.95,42.03,42.95,1.36,3.27,2098863,52.73,37.78,0.67,1.56,18.92,-8.25
SJW,SJW,24.28,24.47,23.95,24.43,0.72,3.04,24755,28.24,19.45,0.68,2.78,28.74,8.24
SKM,SK Telecom ADS,15.39,15.74,15.3,15.71,0.44,2.88,1702200,18.64,14.82,,,11.22,-3.38
SLG,SL Green Realty,59.85,62.95,59.29,62.71,4.68,8.06,2038105,68.08,18.04,0.4,0.64,160.79,24.82
SLM,SLM,11.18,11.65,11.14,11.5,0.54,4.93,7510725,13.96,5.75,,,10.95,2.04
SPW,SPX,59.63,60.57,59.26,60.14,1.99,3.42,625962,72.27,43.97,1,1.66,117.92,9.95
SRX,SRA International Cl A,21.31,21.64,21.22,21.64,0.76,3.64,206836,24,16.57,,,90.17,13.3
STRI,STR Holdings,20.65,22.83,20.62,22.68,2.41,11.89,815838,25.2,9.5,,,37.18,44.37
SBR,Sabine Royalty Trust UBI,47.73,49.65,47.39,49.21,2.61,5.6,25085,55,37.04,3.05,6.2,16.8,20.05
SB,Safe Bulkers,7.27,7.57,7.19,7.55,0.44,6.19,170782,9.64,5.84,0.6,7.95,3.06,-13.81
SFE,Safeguard Scientifics,11.21,11.65,11.09,11.64,0.74,6.79,88765,14.35,5.88,,,2.29,12.9
SWY,Safeway,22.1,22.32,21.96,22.22,0.36,1.65,3897307,27.04,17.87,0.48,2.16,,4.37
SAI,SAIC,17.23,17.29,17.01,17.25,0.22,1.29,2027640,19.76,16.65,,,13.91,-8.92
JOE,St. Joe,27.22,28.62,27.15,28.59,2.29,8.71,1496242,37.44,22.14,,,,-1.04
STJ,St. Jude Medical,37.27,37.77,37.15,37.74,0.9,2.44,2238333,42.87,31.66,,,15.72,2.61
SM,St. Mary Land&Exploration,39.98,42.7,39.98,42.66,2.77,6.94,1275694,44.81,17.13,0.1,0.23,24.1,24.59
SKS,Saks,8.92,9.12,8.78,9.12,0.52,6.05,3036109,10.65,3.59,,,,39.02
CRM,Salesforce.com,85.67,87,85.38,87,3.25,3.88,2509425,89.84,35.27,,,142.62,17.93
SBH,Sally Beauty Holdings,9.56,9.69,9.49,9.64,0.26,2.77,848481,10.77,5.11,,,15.06,26.01
SJT,San Juan Basin Royalty Trust,22.39,23.5,22.39,23.47,1.45,6.58,292224,25.26,12.28,1.23,5.24,25.79,36.14
SD,SandRidge Energy,6.27,6.43,6.22,6.41,0.3,4.91,16096139,15,5.2,,,,-32.03
SNY,Sanofi-Aventis ADS,29.74,30.29,29.52,30.28,1.73,6.06,3899358,41.59,27.9,1.63,5.38,10.44,-22.89
SBP,Santander Bancorp,11.33,11.46,11.12,11.31,0.21,1.89,30035,13.12,5.18,,,8.44,-7.9
SPP,Sappi ADS,3.71,3.88,3.71,3.88,0.24,6.59,14773,5.08,2.45,1.7,,,-18.49
SLE,Sara Lee,14.12,14.22,14.04,14.22,0.31,2.23,10242845,15.06,8.71,0.44,3.09,20.03,16.75
SSL,Sasol ADS,35.91,36.77,35.65,36.73,2.07,5.97,640759,43.68,31.15,1.19,3.24,24.82,-8.04
SAY,Satyam Computer Services ADS,5.1,5.3,5.1,5.29,0.23,4.55,976647,6.93,2.12,0.22,,,14.75
SHS,Sauer-Danfoss,13.62,14.52,13.54,14.52,1.24,9.34,95764,18.24,4.5,,,,20.9
BFS,Saul Centers,36.99,38.81,36.25,38.68,2.77,7.71,69013,44.65,26.4,1.44,3.72,37.19,18.07
SCG,Scana,36.26,36.42,35.91,36.42,0.65,1.82,721787,39.99,29.14,1.9,5.22,12.39,-3.34
SGK,Schawk,16.2,17.02,15.97,17,1.19,7.53,125269,20.01,6.44,0.16,0.94,17.71,25
WNI,Schiff Nutrition International Cl A,7.12,7.39,7.03,7.38,0.43,6.19,110752,11,4.12,,,12.95,-5.63
SLB,Schlumberger,60.58,61.08,58.6,60.02,1.27,2.16,20582414,73.99,48.13,0.84,1.4,23.91,-7.79
SCHW,Charles Schwab,16.48,16.79,16.37,16.76,0.56,3.46,9623275,19.95,15.7,0.24,1.43,34.2,-10.95
SWM,Schweitzer-Mauduit International,51.56,53.29,50.93,53.23,2.66,5.26,248669,83.63,21.84,0.6,1.13,22.37,-24.34
STNG,Scorpio Tankers,11.6,11.8,11.42,11.55,0.01,0.09,32066,13.01,10.05,,,5.3,
SMG,Scotts Miracle-Gro,44.95,45.11,44.49,45.09,0.69,1.55,479430,49.58,33.13,0.5,1.11,15.66,14.7
SSP,E.W. Scripps Cl A,8.43,8.92,8.37,8.92,0.71,8.65,200193,11.76,1.73,,,38.78,28.16
SNI,Scripps Networks Interactive Cl A,45.8,46.06,45.16,45.93,0.85,1.89,843037,48.08,26.48,0.3,0.65,27.02,10.67
SBX,SeaBright Insurance Holdings,10.13,10.5,10.06,10.48,0.48,4.8,117010,12.1,7.91,0.1,,13.27,-8.79
CKH,SEACOR Holding,74.23,74.7,72.83,73.8,0.61,0.83,144539,92.23,69.7,,,15.12,-3.21
SDRL,SeaDrill,21.23,22.25,20.98,21.66,-0.28,-1.28,2603773,28.4,19.32,,,6.83,
SEE,Sealed Air,20.89,21.08,20.53,21.07,0.6,2.93,1365912,23.43,17.1,0.48,2.28,15.27,-3.61
ZZ,Sealy,3.14,3.24,3.06,3.16,0.1,3.27,329991,4.24,1.51,,,45.14,
SSW,Seaspan,10.73,10.94,10.55,10.89,0.66,6.45,233992,13.78,5.12,0.4,3.67,19.11,18.11
SEM,Select Medical Holdings,8.35,8.35,8.11,8.2,0.01,0.12,368656,10.88,7.56,,,18.64,-22.79
SMI,Semiconductor Manufacturing International ADS,4.08,4.26,4.07,4.22,0.36,9.33,414501,6.74,2,,,,30.25
SRE,Sempra Energy,45.51,45.82,45.15,45.69,0.73,1.62,1201303,57.18,43.91,1.56,3.41,12.52,-18.38
SNH,Senior Housing Properties Trust,20.4,20.93,20.21,20.88,0.85,4.24,1590364,23.36,15.01,1.44,6.9,24.28,-4.53
